Name,Age,Occupation,Hometown,Height,ElimWeek,Season
Dean,Wait,Date,Quit,,Quit,
Caelynn,In,Date,In,Date,Quit,
Mike,Wait,Date,In,Out,,Unknown
Derek,In,In,In,Quit,,Unknown
Caitlin,Wait,Out,,Unknown,Unknown,Unknown
Jennifer,Wait,Out,Unknown,Unknown,Unknown,Unknown
Tahzjuan,Wait,Out,Unknown,Unknown,Unknown,Unknown
Cam,In,Out,,Unknown,Unknown,Unknown
Kevin,In,Out,Unknown,Unknown,Unknown,Unknown
Wills,In,Out,Unknown,Unknown,Unknown,Unknown
Onyeka,In,Quit,Unknown,Unknown,Unknown,Unknown
Christian,Wait,Out,Unknown,Unknown,Unknown,Unknown
Jordan,Wait,Out,Unknown,Unknown,Unknown,Unknown
Annaliese,Out,,Unknown,Unknown,Unknown,Unknown
Bibiana,Out,Unknown,Unknown,Unknown,Unknown,Unknown
Jane,Out,Unknown,Unknown,Unknown,Unknown,Unknown
1,"""Week 1: Part 1 (Season Premiere)""","August 5, 2019 (2019-08-05)",601A,4.36[10],1.3/7[10],Unknown
2,"""Week 1: Part 2""","August 6, 2019 (2019-08-06)",601B,3.56[11],1.1/6[11],Unknown
3,"""Week 2: Part 1""","August 12, 2019 (2019-08-12)",602A,4.33[12],1.2/6[12],Unknown
4,"""Week 2: Part 2""","August 13, 2019 (2019-08-13)",602B,4.07[13],1.1/6[13],Unknown
5,"""Week 3: Part 1""","August 19, 2019 (2019-08-19)",603A,4.78[14],1.3/7[14],Unknown
6,"""Week 3: Part 2""","August 20, 2019 (2019-08-20)",603B,4.12[15],1.1/6[15],Unknown
7,"""Week 4: Part 1""","August 26, 2019 (2019-08-26)",604A,4.59[16],1.2/6[16],Unknown
8,"""Week 4: Part 2""","August 27, 2019 (2019-08-27)",604B,3.95[17],1.1/6[17],Unknown
9,"""Week 5: Part 1""","September 2, 2019 (2019-09-02)",605A,4.02[18],1.1/5[18],Unknown
10,"""Week 5: Part 2""","September 3, 2019 (2019-09-03)",605B,4.05[19],1.1/6[19],Unknown
11,"""Week 6: Part 1""","September 9, 2019 (2019-09-09)",606A,4.39[20],1.2/6[20],Unknown
12,"""Week 6: Part 2""","September 10, 2019 (2019-09-10)",606B,4.14[21],1.1/5[21],Unknown
13,"""Week 7: Season Finale""","September 17, 2019 (2019-09-17)",607,4.38[22],1.3/7[22],Unknown
